From	To	Species	Gene Name
83964	ENSMUSG00000031990	Mus musculus	junction adhesion molecule 3(Jam3)
12695	ENSMUSG00000061859	Mus musculus	PATJ, crumbs cell polarity complex component(Patj)
12696	ENSMUSG00000045193	Mus musculus	cold inducible RNA binding protein(Cirbp)
215015	ENSMUSG00000033557	Mus musculus	family with sequence similarity 20, member B(Fam20b)
98711	ENSMUSG00000025921	Mus musculus	retinol dehydrogenase 10 (all-trans)(Rdh10)
73086	ENSMUSG00000021180	Mus musculus	ribosomal protein S6 kinase, polypeptide 5(Rps6ka5)
98710	ENSMUSG00000042229	Mus musculus	RAB interacting factor(Rabif)
215008	ENSMUSG00000036099	Mus musculus	vezatin, adherens junctions transmembrane protein(Vezt)
215061	ENSMUSG00000053388	Mus musculus	tripartite motif-containing 50(Trim50)
77908	ENSMUSG00000078934	Mus musculus	RIKEN cDNA 9230113P08 gene(9230113P08Rik)
68350	ENSMUSG00000041241	Mus musculus	mitochondrial ubiquitin ligase activator of NFKB 1(Mul1)
68352	ENSMUSG00000038704	Mus musculus	aspartate dehydrogenase domain containing(Aspdh)
68366	ENSMUSG00000019295	Mus musculus	transmembrane protein 129(Tmem129)
68365	ENSMUSG00000026878	Mus musculus	RAB14, member RAS oncogene family(Rab14)
77905	ENSMUSG00000053593	Mus musculus	fetal and adult testis expressed 1(Fate1)
100504663	ENSMUSG00000037526	Mus musculus	autophagy related 14(Atg14)
209737	ENSMUSG00000036768	Mus musculus	kinesin family member 15(Kif15)
51944	ENSMUSG00000027331	Mus musculus	kinetochore-localized astrin/SPAG5 binding(Knstrn)
105171	ENSMUSG00000074794	Mus musculus	arrestin domain containing 3(Arrdc3)
209743	ENSMUSG00000039313	Mus musculus	cDNA sequence AF529169(AF529169)
51938	ENSMUSG00000027676	Mus musculus	coiled-coil domain containing 39(Ccdc39)
68364	ENSMUSG00000058706	Mus musculus	RIKEN cDNA 0610030E20 gene(0610030E20Rik)
74108	ENSMUSG00000022685	Mus musculus	poly(A)-specific ribonuclease (deadenylation nuclease)(Parn)
77938	ENSMUSG00000030956	Mus musculus	family with sequence similarity 53, member B(Fam53b)
104079	ENSMUSG00000046719	Mus musculus	neurexophilin 3(Nxph3)
74104	ENSMUSG00000026198	Mus musculus	ATP-binding cassette, sub-family B (MDR/TAP), member 6(Abcb6)
74105	ENSMUSG00000030872	Mus musculus	golgi associated, gamma adaptin ear containing, ARF binding protein 2(Gga2)
74106	ENSMUSG00000026571	Mus musculus	DDB1 and CUL4 associated factor 6(Dcaf6)
68379	ENSMUSG00000039205	Mus musculus	CDKN1A interacting zinc finger protein 1(Ciz1)
74107	ENSMUSG00000024989	Mus musculus	centrosomal protein 55(Cep55)
74100	ENSMUSG00000032503	Mus musculus	cyclic AMP-regulated phosphoprotein, 21(Arpp21)
74102	ENSMUSG00000022664	Mus musculus	solute carrier family 35, member A5(Slc35a5)
74103	ENSMUSG00000053702	Mus musculus	nebulette(Nebl)
110304	ENSMUSG00000038257	Mus musculus	glycine receptor, alpha 3 subunit(Glra3)
216292	ENSMUSG00000036009	Mus musculus	methyltransferase like 25(Mettl25)
68375	ENSMUSG00000026895	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8(Ndufa8)
110308	ENSMUSG00000061527	Mus musculus	keratin 5(Krt5)
77929	ENSMUSG00000047694	Mus musculus	Yip1 domain family, member 6(Yipf6)
104069	ENSMUSG00000034891	Mus musculus	synuclein, beta(Sncb)
100504689	ENSMUSG00000095654	Mus musculus	phospholipid scramblase family, member 5(Plscr5)
105193	ENSMUSG00000044231	Mus musculus	NHL repeat containing 1(Nhlrc1)
13798	ENSMUSG00000058665	Mus musculus	engrailed 1(En1)
13799	ENSMUSG00000039095	Mus musculus	engrailed 2(En2)
13796	ENSMUSG00000033726	Mus musculus	empty spiracles homeobox 1(Emx1)
13797	ENSMUSG00000043969	Mus musculus	empty spiracles homeobox 2(Emx2)
193003	ENSMUSG00000048070	Mus musculus	phosphoinositide-interacting regulator of transient receptor potential channels(Pirt)
215051	ENSMUSG00000032077	Mus musculus	BUD13 homolog(Bud13)
68385	ENSMUSG00000019437	Mus musculus	TLC domain containing 1(Tlcd1)
217316	ENSMUSG00000045775	Mus musculus	solute carrier family 16 (monocarboxylic acid transporters), member 5(Slc16a5)
77951	ENSMUSG00000049439	Mus musculus	cytochrome P450, family 20, subfamily a, polypeptide 1(Cyp20a1)
104010	ENSMUSG00000053166	Mus musculus	cadherin 22(Cdh22)
104015	ENSMUSG00000022973	Mus musculus	synaptojanin 1(Synj1)
193034	ENSMUSG00000005952	Mus musculus	transient receptor potential cation channel, subfamily V, member 1(Trpv1)
68393	ENSMUSG00000012187	Mus musculus	monoacylglycerol O-acyltransferase 1(Mogat1)
68394	ENSMUSG00000028689	Mus musculus	coiled-coil domain containing 163(Ccdc163)
104009	ENSMUSG00000033684	Mus musculus	quiescin Q6 sulfhydryl oxidase 1(Qsox1)
68396	ENSMUSG00000030004	Mus musculus	N-acetyltransferase 8 (GCN5-related)(Nat8)
216274	ENSMUSG00000019971	Mus musculus	centrosomal protein 290(Cep290)
217325	ENSMUSG00000020782	Mus musculus	lethal giant larvae homolog 2 (Drosophila)(Llgl2)
110323	ENSMUSG00000036751	Mus musculus	cytochrome c oxidase, subunit VIb polypeptide 1(Cox6b1)
110326	ENSMUSG00000028950	Mus musculus	taste receptor, type 1, member 1(Tas1r1)
217328	ENSMUSG00000034427	Mus musculus	myosin XVB(Myo15b)
77945	ENSMUSG00000057132	Mus musculus	retinitis pigmentosa GTPase regulator interacting protein 1(Rpgrip1)
104001	ENSMUSG00000021087	Mus musculus	reticulon 1(Rtn1)
104002	ENSMUSG00000021439	Mus musculus	cathepsin Q(Ctsq)
110310	ENSMUSG00000023039	Mus musculus	keratin 7(Krt7)
217331	ENSMUSG00000020770	Mus musculus	unkempt family zinc finger(Unk)
216285	ENSMUSG00000036602	Mus musculus	ALX homeobox 1(Alx1)
217333	ENSMUSG00000020773	Mus musculus	tripartite motif-containing 47(Trim47)
217335	ENSMUSG00000020776	Mus musculus	Fas (TNFRSF6) binding factor 1(Fbf1)
110312	ENSMUSG00000035383	Mus musculus	pro-melanin-concentrating hormone(Pmch)
217337	ENSMUSG00000020780	Mus musculus	signal recognition particle 68(Srp68)
77975	ENSMUSG00000022964	Mus musculus	transmembrane protein 50B(Tmem50b)
77974	ENSMUSG00000021123	Mus musculus	retinol dehydrogenase 12(Rdh12)
110350	ENSMUSG00000047193	Mus musculus	dynein cytoplasmic 2 heavy chain 1(Dync2h1)
110351	ENSMUSG00000041351	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
77976	ENSMUSG00000020032	Mus musculus	NUAK family, SNF1-like kinase, 1(Nuak1)
353025	ENSMUSG00000035694	Mus musculus	calcyphosphine 2(Caps2)
104027	ENSMUSG00000043079	Mus musculus	synaptopodin(Synpo)
217303	ENSMUSG00000034652	Mus musculus	CD300A molecule(Cd300a)
217304	ENSMUSG00000063193	Mus musculus	CD300 molecule like family member B(Cd300lb)
215085	ENSMUSG00000038602	Mus musculus	solute carrier family 35, member F1(Slc35f1)
217302	ENSMUSG00000034677	Mus musculus	G protein-coupled receptor 142(Gpr142)
209776	ENSMUSG00000066197	Mus musculus	G protein-coupled receptor 139(Gpr139)
209773	ENSMUSG00000038456	Mus musculus	DENN/MADD domain containing 2A(Dennd2a)
77963	ENSMUSG00000028572	Mus musculus	hook microtubule tethering protein 1(Hook1)
217306	ENSMUSG00000048498	Mus musculus	CD300E molecule(Cd300e)
217305	ENSMUSG00000034641	Mus musculus	CD300 molecule like family member d(Cd300ld)
51960	ENSMUSG00000054770	Mus musculus	potassium channel tetramerisation domain containing 18(Kctd18)
209760	ENSMUSG00000042246	Mus musculus	transmembrane channel-like gene family 7(Tmc7)
383678	ENSMUSG00000079539	Mus musculus	odorant binding protein 2B(Obp2b)
193043	ENSMUSG00000043602	Mus musculus	zinc finger protein 3(Zfp3)
215095	ENSMUSG00000050468	Mus musculus	astacin-like metalloendopeptidase (M12 family)(Astl)
110332	ENSMUSG00000044957	Mus musculus	protein phosphatase 2C-like domain containing 1(Pp2d1)
217310	ENSMUSG00000034586	Mus musculus	HID1 domain containing(Hid1)
97387	ENSMUSG00000030374	Mus musculus	striatin, calmodulin binding protein 4(Strn4)
13992	ENSMUSG00000022332	Mus musculus	KH domain containing, RNA binding, signal transduction associated 3(Khdrbs3)
13998	ENSMUSG00000020021	Mus musculus	FYVE, RhoGEF and PH domain containing 6(Fgd6)
110058	ENSMUSG00000058420	Mus musculus	synaptotagmin XVII(Syt17)
13990	ENSMUSG00000029920	Mus musculus	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1(Smarcad1)
246104	ENSMUSG00000017692	Mus musculus	rhomboid, veinlet-like 3 (Drosophila)(Rhbdl3)
246103	ENSMUSG00000021738	Mus musculus	ataxin 7(Atxn7)
13984	ENSMUSG00000023443	Mus musculus	extraembryonic, spermatogenesis, homeobox 1(Esx1)
13983	ENSMUSG00000021055	Mus musculus	estrogen receptor 2 (beta)(Esr2)
13982	ENSMUSG00000019768	Mus musculus	estrogen receptor 1 (alpha)(Esr1)
110075	ENSMUSG00000029335	Mus musculus	bone morphogenetic protein 3(Bmp3)
110074	ENSMUSG00000027203	Mus musculus	deoxyuridine triphosphatase(Dut)
277250	ENSMUSG00000038773	Mus musculus	KDM3B lysine (K)-specific demethylase 3B(Kdm3b)
433102	ENSMUSG00000090509	Mus musculus	surfactant associated 2(Sfta2)
100042056	ENSMUSG00000073067	Mus musculus	RIKEN cDNA 9130019P16 gene(9130019P16Rik)
218103	ENSMUSG00000036110	Mus musculus	solute carrier family 17 (sodium phosphate), member 2(Slc17a2)
218100	ENSMUSG00000046351	Mus musculus	zinc finger protein 322A(Zfp322a)
110033	ENSMUSG00000030677	Mus musculus	kinesin family member 22(Kif22)
332578	ENSMUSG00000047356	Mus musculus	lipocalin 10(Lcn10)
332579	ENSMUSG00000026928	Mus musculus	caspase recruitment domain family, member 9(Card9)
433111	ENSMUSG00000097727	Mus musculus	RIKEN cDNA F630040K05 gene(F630040K05Rik)
246102	ENSMUSG00000023066	Mus musculus	rotatin(Rttn)
68799	ENSMUSG00000048027	Mus musculus	repulsive guidance molecule family member B(Rgmb)
68796	ENSMUSG00000038828	Mus musculus	transmembrane protein 214(Tmem214)
68797	ENSMUSG00000031595	Mus musculus	platelet-derived growth factor receptor-like(Pdgfrl)
68794	ENSMUSG00000068699	Mus musculus	filamin C, gamma(Flnc)
68795	ENSMUSG00000044308	Mus musculus	ubiquitin protein ligase E3 component n-recognin 3(Ubr3)
110052	ENSMUSG00000021377	Mus musculus	DEK oncogene (DNA binding)(Dek)
433107	ENSMUSG00000092043	Mus musculus	exocrine gland secreted peptide 6(Esp6)
68792	ENSMUSG00000031253	Mus musculus	sushi-repeat-containing protein, X-linked 2(Srpx2)
77883	ENSMUSG00000051361	Mus musculus	RIKEN cDNA 6030498E09 gene(6030498E09Rik)
69836	ENSMUSG00000009646	Mus musculus	phospholipase A2, group XIIB(Pla2g12b)
69837	ENSMUSG00000069678	Mus musculus	polycomb group ring finger 1(Pcgf1)
77889	ENSMUSG00000024063	Mus musculus	limb-bud and heart(Lbh)
69834	ENSMUSG00000030055	Mus musculus	RAB43, member RAS oncogene family(Rab43)
246154	ENSMUSG00000039646	Mus musculus	vasorin(Vasn)
69833	ENSMUSG00000033020	Mus musculus	polymerase (RNA) II (DNA directed) polypeptide F(Polr2f)
218121	ENSMUSG00000038732	Mus musculus	membrane bound O-acyltransferase domain containing 1(Mboat1)
110012	ENSMUSG00000020308	Mus musculus	tubulin polyglutamylase complex subunit 1(Tpgs1)
69826	ENSMUSG00000024731	Mus musculus	membrane-spanning 4-domains, subfamily A, member 10(Ms4a10)
68775	ENSMUSG00000020566	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit C2(Atp6v1c2)
68774	ENSMUSG00000024679	Mus musculus	membrane-spanning 4-domains, subfamily A, member 6D(Ms4a6d)
69821	ENSMUSG00000026273	Mus musculus	mitochondrial transcription termination factor 4(Mterf4)
68778	ENSMUSG00000033416	Mus musculus	guanylyl cyclase domain containing 1(Gucd1)
69823	ENSMUSG00000022800	Mus musculus	forty-two-three domain containing 1(Fyttd1)
68777	ENSMUSG00000048772	Mus musculus	transmembrane protein 53(Tmem53)
69824	ENSMUSG00000031163	Mus musculus	glyoxalase domain containing 5(Glod5)
68776	ENSMUSG00000024218	Mus musculus	TATA-box binding protein associated factor 11(Taf11)
68770	ENSMUSG00000039987	Mus musculus	putative homeodomain transcription factor 2(Phtf2)
77864	ENSMUSG00000018427	Mus musculus	yippee-like 2 (Drosophila)(Ypel2)
77862	ENSMUSG00000035443	Mus musculus	thymocyte nuclear protein 1(Thyn1)
69816	ENSMUSG00000024353	Mus musculus	marginal zone B and B1 cell-specific protein 1(Mzb1)
69814	ENSMUSG00000048992	Mus musculus	protease, serine 32(Prss32)
13972	ENSMUSG00000000884	Mus musculus	guanine nucleotide binding protein (G protein), beta polypeptide 1-like(Gnb1l)
69815	ENSMUSG00000029149	Mus musculus	keratinocyte associated protein 3(Krtcap3)
246133	ENSMUSG00000039672	Mus musculus	potassium voltage-gated channel, Isk-related subfamily, gene 2(Kcne2)
69812	ENSMUSG00000085042	Mus musculus	abhydrolase domain containing 11, opposite strand(Abhd11os)
107476	ENSMUSG00000020532	Mus musculus	acetyl-Coenzyme A carboxylase alpha(Acaca)
68767	ENSMUSG00000024101	Mus musculus	WAS protein family homolog 1(Wash1)
107477	ENSMUSG00000023979	Mus musculus	guanylate cyclase activator 1B(Guca1b)
68764	ENSMUSG00000035860	Mus musculus	cadherin-related family member 3(Cdhr3)
77866	ENSMUSG00000086782	Mus musculus	RIKEN cDNA E130102H24 gene(E130102H24Rik)
68760	ENSMUSG00000039376	Mus musculus	synaptopodin 2-like(Synpo2l)
69807	ENSMUSG00000051675	Mus musculus	tripartite motif-containing 32(Trim32)
69809	ENSMUSG00000036027	Mus musculus	RIKEN cDNA 1810046K07 gene(1810046K07Rik)
664968	ENSMUSG00000030431	Mus musculus	transmembrane protein 238(Tmem238)
69804	ENSMUSG00000006315	Mus musculus	transmembrane protein 147(Tmem147)
69806	ENSMUSG00000041654	Mus musculus	solute carrier family 39 (metal ion transporter), member 11(Slc39a11)
68758	ENSMUSG00000040532	Mus musculus	abhydrolase domain containing 11(Abhd11)
68755	ENSMUSG00000055128	Mus musculus	cell growth regulator with ring finger domain 1(Cgrrf1)
69802	ENSMUSG00000020544	Mus musculus	cytochrome c oxidase assembly protein 11(Cox11)
68753	ENSMUSG00000068745	Mus musculus	myosin binding protein H-like(Mybphl)
77877	ENSMUSG00000022195	Mus musculus	RIKEN cDNA 6030458C11 gene(6030458C11Rik)
68750	ENSMUSG00000039087	Mus musculus	ras responsive element binding protein 1(Rreb1)
110006	ENSMUSG00000025534	Mus musculus	glucuronidase, beta(Gusb)
218138	ENSMUSG00000038372	Mus musculus	GDP-mannose 4, 6-dehydratase(Gmds)
333605	ENSMUSG00000049176	Mus musculus	FERM and PDZ domain containing 4(Frmpd4)
13909	ENSMUSG00000062181	Mus musculus	carboxylesterase 3B(Ces3b)
107448	ENSMUSG00000025876	Mus musculus	unc-5 netrin receptor A(Unc5a)
69870	ENSMUSG00000028104	Mus musculus	polymerase (RNA) III (DNA directed) polypeptide G like(Polr3gl)
107449	ENSMUSG00000020099	Mus musculus	unc-5 netrin receptor B(Unc5b)
69871	ENSMUSG00000029725	Mus musculus	protein phosphatase 1, regulatory subunit 35(Ppp1r35)
68742	ENSMUSG00000060538	Mus musculus	transmembrane protein 219(Tmem219)
270028	ENSMUSG00000079157	Mus musculus	family with sequence similarity 155, member A(Fam155a)
76799	ENSMUSG00000028797	Mus musculus	transmembrane protein 234(Tmem234)
69876	ENSMUSG00000039759	Mus musculus	THAP domain containing, apoptosis associated protein 3(Thap3)
68743	ENSMUSG00000036777	Mus musculus	anillin, actin binding protein(Anln)
68744	ENSMUSG00000046897	Mus musculus	zinc finger protein 740(Zfp740)
76793	ENSMUSG00000050213	Mus musculus	Smad nuclear interacting protein 1(Snip1)
73124	ENSMUSG00000034109	Mus musculus	golgi integral membrane protein 4(Golim4)
73121	ENSMUSG00000037962	Mus musculus	refilin A(Rflna)
76792	ENSMUSG00000032840	Mus musculus	RIKEN cDNA 2410131K14 gene(2410131K14Rik)
73122	ENSMUSG00000070939	Mus musculus	transforming growth factor, beta receptor associated protein 1(Tgfbrap1)
76797	ENSMUSG00000064308	Mus musculus	RIKEN cDNA 2410137M14 gene(2410137M14Rik)
75387	ENSMUSG00000029524	Mus musculus	sirtuin 4(Sirt4)
75388	ENSMUSG00000025977	Mus musculus	bol, boule-like (Drosophila)(Boll)
76795	ENSMUSG00000036644	Mus musculus	TBC1 domain family, member 9B(Tbc1d9b)
75389	ENSMUSG00000086501	Mus musculus	RIKEN cDNA 4930597A21 gene(4930597A21Rik)
241494	ENSMUSG00000027016	Mus musculus	zinc finger protein 385B(Zfp385b)
69860	ENSMUSG00000024841	Mus musculus	eukaryotic translation initiation factor 1A domain containing(Eif1ad)
83563	ENSMUSG00000055780	Mus musculus	ubiquitin specific peptidase 26(Usp26)
69864	ENSMUSG00000013653	Mus musculus	RIKEN cDNA 1810065E05 gene(1810065E05Rik)
69863	ENSMUSG00000038172	Mus musculus	tetratricopeptide repeat domain 39B(Ttc39b)
83561	ENSMUSG00000025081	Mus musculus	tudor domain containing 1(Tdrd1)
69862	ENSMUSG00000090925	Mus musculus	RIKEN cDNA 1810064F22 gene(1810064F22Rik)
68730	ENSMUSG00000025155	Mus musculus	dihydrouridine synthase 1-like (S. cerevisiae)(Dus1l)
83560	ENSMUSG00000010342	Mus musculus	testis expressed gene 14(Tex14)
69861	ENSMUSG00000042041	Mus musculus	RIKEN cDNA 2010003K11 gene(2010003K11Rik)
68731	ENSMUSG00000024570	Mus musculus	ribosome binding factor A(Rbfa)
68732	ENSMUSG00000021338	Mus musculus	capping protein regulator and myosin 1 linker 1(Carmil1)
73137	ENSMUSG00000024594	Mus musculus	proline-rich coiled-coil 1(Prrc1)
68734	ENSMUSG00000041846	Mus musculus	SMEK homolog 1, suppressor of mek1 (Dictyostelium)(Smek1)
69865	ENSMUSG00000052595	Mus musculus	APOBEC1 complementation factor(A1cf)
68735	ENSMUSG00000016833	Mus musculus	mitochondrial ribosomal protein S18C(Mrps18c)
73132	ENSMUSG00000071253	Mus musculus	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16(Slc25a16)
68736	ENSMUSG00000048495	Mus musculus	tRNA-yW synthesizing protein 5(Tyw5)
75396	ENSMUSG00000026295	Mus musculus	secreted phosphoprotein 2(Spp2)
68737	ENSMUSG00000021257	Mus musculus	angel homolog 1 (Drosophila)(Angel1)
68738	ENSMUSG00000027452	Mus musculus	acyl-CoA synthetase short-chain family member 1(Acss1)
270035	ENSMUSG00000037363	Mus musculus	leucine zipper-EF-hand containing transmembrane protein 2(Letm2)
83565	ENSMUSG00000067360	Mus musculus	preferentially expressed antigen in melanoma-like 3(Pramel3)
73130	ENSMUSG00000063406	Mus musculus	transmembrane p24 trafficking protein 5(Tmed5)
75398	ENSMUSG00000015672	Mus musculus	mitochondrial ribosomal protein L32(Mrpl32)
83564	ENSMUSG00000034690	Mus musculus	NLR family, pyrin domain containing 4C(Nlrp4c)
241489	ENSMUSG00000075270	Mus musculus	phosphodiesterase 11A(Pde11a)
12409	ENSMUSG00000025150	Mus musculus	carbonyl reductase 2(Cbr2)
68723	ENSMUSG00000041991	Mus musculus	hornerin(Hrnr)
73106	ENSMUSG00000020323	Mus musculus	protease, serine 57(Prss57)
68724	ENSMUSG00000026426	Mus musculus	ADP-ribosylation factor-like 8A(Arl8a)
73103	ENSMUSG00000026388	Mus musculus	RIKEN cDNA 3110009E18 gene(3110009E18Rik)
68721	ENSMUSG00000037971	Mus musculus	RIKEN cDNA 1110032A03 gene(1110032A03Rik)
12405	ENSMUSG00000024647	Mus musculus	cerebellin 2 precursor protein(Cbln2)
76779	ENSMUSG00000014232	Mus musculus	clusterin associated protein 1(Cluap1)
80517	ENSMUSG00000008429	Mus musculus	HERPUD family member 2(Herpud2)
107435	ENSMUSG00000027018	Mus musculus	histone aminotransferase 1(Hat1)
12406	ENSMUSG00000070436	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1(Serpinh1)
80515	ENSMUSG00000043419	Mus musculus	chromodomain helicase DNA binding protein 3, opposite strand(Chd3os)
270049	ENSMUSG00000096914	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6(Galntl6)
241490	ENSMUSG00000042369	Mus musculus	RNA binding motif protein 45(Rbm45)
12408	ENSMUSG00000051483	Mus musculus	carbonyl reductase 1(Cbr1)
69852	ENSMUSG00000006642	Mus musculus	transcription factor 23(Tcf23)
83554	ENSMUSG00000020325	Mus musculus	follistatin-like 3(Fstl3)
12401	ENSMUSG00000060807	Mus musculus	serine (or cysteine) peptidase inhibitor, clade A, member 6(Serpina6)
76775	ENSMUSG00000031684	Mus musculus	solute carrier family 10 (sodium/bile acid cotransporter family), member 7(Slc10a7)
83553	ENSMUSG00000031397	Mus musculus	transketolase-like 1(Tktl1)
12402	ENSMUSG00000034342	Mus musculus	Casitas B-lineage lymphoma(Cbl)
83556	ENSMUSG00000034555	Mus musculus	testis expressed gene 16(Tex16)
76773	ENSMUSG00000022359	Mus musculus	WDYHV motif containing 1(Wdyhv1)
68729	ENSMUSG00000018548	Mus musculus	tripartite motif-containing 37(Trim37)
12404	ENSMUSG00000031654	Mus musculus	cerebellin 1 precursor protein(Cbln1)
83555	ENSMUSG00000042386	Mus musculus	testis expressed gene 13(Tex13)
83558	ENSMUSG00000009670	Mus musculus	testis expressed gene 11(Tex11)
263406	ENSMUSG00000052609	Mus musculus	pleckstrin homology domain containing, family G (with RhoGef domain) member 3(Plekhg3)
83557	ENSMUSG00000050966	Mus musculus	lin-28 homolog A (C. elegans)(Lin28a)
73102	ENSMUSG00000038267	Mus musculus	solute carrier family 22, member 23(Slc22a23)
68728	ENSMUSG00000038375	Mus musculus	transformation related protein 53 inducible nuclear protein 2(Trp53inp2)
12400	ENSMUSG00000031885	Mus musculus	core binding factor beta(Cbfb)
